DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,VARIABLE,VARIABLE_NAME,VARIABLE_CODE,VARIABLE_TYPE,VARIABLE_TYPECODE,VARIABLE_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,26.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957700d40b22d20599,96,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,510000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957700d40b22d21001,97,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1916300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957700d40b22d21002,98,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957700d40b22d21003,99,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,22.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957701d40b22d20599,100,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,764300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957701d40b22d21001,101,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3378600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957701d40b22d21002,102,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957701d40b22d21003,103,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,29.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957702d40b22d20599,104,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,334100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957702d40b22d21001,105,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1145300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957702d40b22d21002,106,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957702d40b22d21003,107,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957703d40b22d20599,108,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8253000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957703d40b22d21001,109,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,35320600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957703d40b22d21002,110,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957703d40b22d21003,111,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957697d40b22d20599,112,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9414100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957697d40b22d21001,113,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,40051700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957697d40b22d21002,114,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957697d40b22d21003,115,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957698d40b22d20599,116,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9067100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957698d40b22d21001,117,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,38899700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957698d40b22d21002,118,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957698d40b22d21003,119,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957699d40b22d20599,120,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,7778600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957699d40b22d21001,121,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,33583700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957699d40b22d21002,122,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957699d40b22d21003,123,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,27.1,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957700d40b22d20599,124,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,521700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957700d40b22d21001,125,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1922000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957700d40b22d21002,126,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957700d40b22d21003,127,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,22.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957701d40b22d20599,128,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,766800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957701d40b22d21001,129,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3394000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957701d40b22d21002,130,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957701d40b22d21003,131,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,30.1,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957702d40b22d20599,132,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,347000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957702d40b22d21001,133,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1152000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957702d40b22d21002,134,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957702d40b22d21003,135,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957703d40b22d20599,136,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8300300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957703d40b22d21001,137,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,35505700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957703d40b22d21002,138,532
2009-12,Jan 2009-Dec 2009,2009-12,date,0,4,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32156e0d2092957703d40b22d21003,139,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,24.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957697d40b22d20599,140,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9675800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957697d40b22d21001,141,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,40302400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957697d40b22d21002,142,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957697d40b22d21003,143,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957698d40b22d20599,144,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9339000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957698d40b22d21001,145,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,39145400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957698d40b22d21002,146,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957698d40b22d21003,147,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.7,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957699d40b22d20599,148,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8028900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957699d40b22d21001,149,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,33808900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957699d40b22d21002,150,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957699d40b22d21003,151,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,27.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957700d40b22d20599,152,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,525600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957700d40b22d21001,153,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1924800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957700d40b22d21002,154,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957700d40b22d21003,155,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957701d40b22d20599,156,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,784600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957701d40b22d21001,157,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3411800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957701d40b22d21002,158,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957701d40b22d21003,159,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,29.1,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957702d40b22d20599,160,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,336800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957702d40b22d21001,161,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1157000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957702d40b22d21002,162,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957702d40b22d21003,163,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957703d40b22d20599,164,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8554400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957703d40b22d21001,165,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,35733600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957703d40b22d21002,166,532
2010-12,Jan 2010-Dec 2010,2010-12,date,0,5,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32172e0d2092957703d40b22d21003,167,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,24.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957697d40b22d20599,168,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9719200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957697d40b22d21001,169,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,40559100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957697d40b22d21002,170,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957697d40b22d21003,171,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957698d40b22d20599,172,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9399300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957698d40b22d21001,173,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,39399400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957698d40b22d21002,174,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957698d40b22d21003,175,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.7,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957699d40b22d20599,176,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8083300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957699d40b22d21001,177,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,34036700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957699d40b22d21002,178,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957699d40b22d21003,179,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,27.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957700d40b22d20599,180,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,521400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957700d40b22d21001,181,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1928500.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957700d40b22d21002,182,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957700d40b22d21003,183,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.1,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957701d40b22d20599,184,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,794600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957701d40b22d21001,185,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3434100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957701d40b22d21002,186,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957701d40b22d21003,187,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,27.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957702d40b22d20599,188,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,319900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957702d40b22d21001,189,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1159700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957702d40b22d21002,190,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957702d40b22d21003,191,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957703d40b22d20599,192,532
2011-12,Jan 2011-Dec 2011,2011-12,date,0,6,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8604700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32188e0d2092957703d40b22d21001,193,532
