Date,Type,Households
2012-10-01,Other accommodation (including private landlord),3440.0
2013-01-01,Other accommodation (including private landlord),3800.0
2013-04-01,Other accommodation (including private landlord),4440.0
2013-07-01,Other accommodation (including private landlord),4230.0
2013-10-01,Other accommodation (including private landlord),4620.0
2014-01-01,Other accommodation (including private landlord),4680.0
2014-04-01,Other accommodation (including private landlord),4990.0
2014-07-01,Other accommodation (including private landlord),6110.0
2014-10-01,Other accommodation (including private landlord),5780.0
2015-01-01,Other accommodation (including private landlord),5860.0
2015-04-01,Other accommodation (including private landlord),5980.0
2015-07-01,Other accommodation (including private landlord),5860.0
2015-10-01,Other accommodation (including private landlord),4400.0
2016-01-01,Other accommodation (including private landlord),5530.0
2016-04-01,Other accommodation (including private landlord),5020.0
2016-07-01,Other accommodation (including private landlord),6060.0
2016-10-01,Other accommodation (including private landlord),6790.0
2017-01-01,Other accommodation (including private landlord),6460.0
2017-04-01,Other accommodation (including private landlord),7960.0
2017-07-01,Other accommodation (including private landlord),8170.0
2017-10-01,Other accommodation (including private landlord),8520.0
2018-01-01,Other accommodation (including private landlord),6940.0
2018-04-01,Other accommodation (including private landlord),7460.0
2018-07-01,Other accommodation (including private landlord),7660.0
2018-10-01,Other accommodation (including private landlord),7540.0
2019-01-01,Other accommodation (including private landlord),6950.0
2019-04-01,Other accommodation (including private landlord),4290.0
2019-07-01,Other accommodation (including private landlord),5250.0
2019-10-01,Other accommodation (including private landlord),3710.0
2020-01-01,Other accommodation (including private landlord),4550.0
2020-04-01,Other accommodation (including private landlord),4730.0
2020-07-01,Other accommodation (including private landlord),6340.0
2020-10-01,Other accommodation (including private landlord),4550.0
2021-01-01,Other accommodation (including private landlord),4550.0
2021-04-01,Other accommodation (including private landlord),6040.0
2021-07-01,Other accommodation (including private landlord),6490.0
2021-10-01,Other accommodation (including private landlord),8900.0
2022-01-01,Other accommodation (including private landlord),7030.0
2022-04-01,Other accommodation (including private landlord),7970.0
2022-07-01,Other accommodation (including private landlord),8050.0
2022-10-01,Other accommodation (including private landlord),8120.0
2023-01-01,Other accommodation (including private landlord),8750.0
2023-04-01,Other accommodation (including private landlord),8930.0
2023-07-01,Other accommodation (including private landlord),7730.0
1998-01-01,"Duty owed, no accommodation secured",5330.0
1998-04-01,"Duty owed, no accommodation secured",5390.0
1998-07-01,"Duty owed, no accommodation secured",5740.0
1998-10-01,"Duty owed, no accommodation secured",5790.0
1999-01-01,"Duty owed, no accommodation secured",6110.0
1999-04-01,"Duty owed, no accommodation secured",6500.0
1999-07-01,"Duty owed, no accommodation secured",6780.0
1999-10-01,"Duty owed, no accommodation secured",6440.0
2000-01-01,"Duty owed, no accommodation secured",6580.0
2000-04-01,"Duty owed, no accommodation secured",6600.0
2000-07-01,"Duty owed, no accommodation secured",7160.0
2000-10-01,"Duty owed, no accommodation secured",7610.0
2001-01-01,"Duty owed, no accommodation secured",8420.0
2001-04-01,"Duty owed, no accommodation secured",8870.0
2001-07-01,"Duty owed, no accommodation secured",8090.0
2001-10-01,"Duty owed, no accommodation secured",8600.0
2002-01-01,"Duty owed, no accommodation secured",8620.0
2002-04-01,"Duty owed, no accommodation secured",8890.0
2002-07-01,"Duty owed, no accommodation secured",10390.0
2002-10-01,"Duty owed, no accommodation secured",9760.0
2003-01-01,"Duty owed, no accommodation secured",10580.0
2003-04-01,"Duty owed, no accommodation secured",13310.0
2003-07-01,"Duty owed, no accommodation secured",15370.0
2003-10-01,"Duty owed, no accommodation secured",17500.0
2004-01-01,"Duty owed, no accommodation secured",15870.0
2004-04-01,"Duty owed, no accommodation secured",17030.0
2004-07-01,"Duty owed, no accommodation secured",17100.0
2004-10-01,"Duty owed, no accommodation secured",16100.0
2005-01-01,"Duty owed, no accommodation secured",15290.0
2005-04-01,"Duty owed, no accommodation secured",16020.0
2005-07-01,"Duty owed, no accommodation secured",15140.0
2005-10-01,"Duty owed, no accommodation secured",11570.0
2006-01-01,"Duty owed, no accommodation secured",11010.0
2006-04-01,"Duty owed, no accommodation secured",10210.0
2006-07-01,"Duty owed, no accommodation secured",9720.0
2006-10-01,"Duty owed, no accommodation secured",8470.0
2007-01-01,"Duty owed, no accommodation secured",8780.0
2007-04-01,"Duty owed, no accommodation secured",9150.0
2007-07-01,"Duty owed, no accommodation secured",9540.0
2007-10-01,"Duty owed, no accommodation secured",8080.0
2008-01-01,"Duty owed, no accommodation secured",7470.0
2008-04-01,"Duty owed, no accommodation secured",7890.0
2008-07-01,"Duty owed, no accommodation secured",6740.0
2008-10-01,"Duty owed, no accommodation secured",6070.0
2009-01-01,"Duty owed, no accommodation secured",5560.0
2009-04-01,"Duty owed, no accommodation secured",4560.0
2009-07-01,"Duty owed, no accommodation secured",4350.0
2009-10-01,"Duty owed, no accommodation secured",4150.0
2010-01-01,"Duty owed, no accommodation secured",3710.0
2010-04-01,"Duty owed, no accommodation secured",3780.0
2010-07-01,"Duty owed, no accommodation secured",4100.0
2010-10-01,"Duty owed, no accommodation secured",4410.0
2011-01-01,"Duty owed, no accommodation secured",4770.0
2011-04-01,"Duty owed, no accommodation secured",4770.0
2011-07-01,"Duty owed, no accommodation secured",5110.0
2011-10-01,"Duty owed, no accommodation secured",5490.0
2012-01-01,"Duty owed, no accommodation secured",5400.0
2012-04-01,"Duty owed, no accommodation secured",5500.0
2012-07-01,"Duty owed, no accommodation secured",5560.0
2012-10-01,"Duty owed, no accommodation secured",5690.0
2013-01-01,"Duty owed, no accommodation secured",5930.0
2013-04-01,"Duty owed, no accommodation secured",5510.0
2013-07-01,"Duty owed, no accommodation secured",5010.0
2013-10-01,"Duty owed, no accommodation secured",4930.0
2014-01-01,"Duty owed, no accommodation secured",5620.0
2014-04-01,"Duty owed, no accommodation secured",5310.0
2014-07-01,"Duty owed, no accommodation secured",6120.0
2014-10-01,"Duty owed, no accommodation secured",5820.0
2015-01-01,"Duty owed, no accommodation secured",6900.0
2015-04-01,"Duty owed, no accommodation secured",6370.0
2015-07-01,"Duty owed, no accommodation secured",6610.0
2015-10-01,"Duty owed, no accommodation secured",7490.0
2016-01-01,"Duty owed, no accommodation secured",6790.0
2016-04-01,"Duty owed, no accommodation secured",7020.0
2016-07-01,"Duty owed, no accommodation secured",7590.0
2016-10-01,"Duty owed, no accommodation secured",8610.0
2017-01-01,"Duty owed, no accommodation secured",8230.0
2017-04-01,"Duty owed, no accommodation secured",8870.0
2017-07-01,"Duty owed, no accommodation secured",9540.0
2017-10-01,"Duty owed, no accommodation secured",10020.0
2018-01-01,"Duty owed, no accommodation secured",9560.0
2018-04-01,"Duty owed, no accommodation secured",7660.0
2018-07-01,"Duty owed, no accommodation secured",6460.0
2018-10-01,"Duty owed, no accommodation secured",5930.0
2019-01-01,"Duty owed, no accommodation secured",6530.0
2019-04-01,"Duty owed, no accommodation secured",6330.0
2019-07-01,"Duty owed, no accommodation secured",6730.0
2019-10-01,"Duty owed, no accommodation secured",6350.0
2020-01-01,"Duty owed, no accommodation secured",5930.0
2020-04-01,"Duty owed, no accommodation secured",5820.0
2020-07-01,"Duty owed, no accommodation secured",5630.0
2020-10-01,"Duty owed, no accommodation secured",4870.0
2021-01-01,"Duty owed, no accommodation secured",4800.0
2021-04-01,"Duty owed, no accommodation secured",1480.0
2021-07-01,"Duty owed, no accommodation secured",1240.0
2021-10-01,"Duty owed, no accommodation secured",1510.0
2022-01-01,"Duty owed, no accommodation secured",1670.0
2022-04-01,"Duty owed, no accommodation secured",1740.0
2022-07-01,"Duty owed, no accommodation secured",1800.0
2022-10-01,"Duty owed, no accommodation secured",1970.0
2023-01-01,"Duty owed, no accommodation secured",2080.0
2023-04-01,"Duty owed, no accommodation secured",2040.0
2023-07-01,"Duty owed, no accommodation secured",2310.0
