rw,yr,death_duty,Real Wealth
1E+07,1970,85,"£10,000,000.00"
1E+07,1971,85,"£10,000,000.00"
1E+07,1972,75,"£10,000,000.00"
1E+07,1973,75,"£10,000,000.00"
1E+07,1974,75,"£10,000,000.00"
1E+07,1975,70,"£10,000,000.00"
1E+07,1976,70,"£10,000,000.00"
1E+07,1977,75,"£10,000,000.00"
1E+07,1978,75,"£10,000,000.00"
1E+07,1979,75,"£10,000,000.00"
1E+07,1980,75,"£10,000,000.00"
1E+07,1981,75,"£10,000,000.00"
1E+07,1982,75,"£10,000,000.00"
1E+07,1983,75,"£10,000,000.00"
1E+07,1984,60,"£10,000,000.00"
1E+07,1985,60,"£10,000,000.00"
1E+07,1986,40,"£10,000,000.00"
1E+07,1987,40,"£10,000,000.00"
1E+07,1988,40,"£10,000,000.00"
1E+07,1989,40,"£10,000,000.00"
1E+07,1990,40,"£10,000,000.00"
1E+07,1991,40,"£10,000,000.00"
1E+07,1992,40,"£10,000,000.00"
1E+07,1993,40,"£10,000,000.00"
1E+07,1994,40,"£10,000,000.00"
1E+07,1995,40,"£10,000,000.00"
1E+07,1996,40,"£10,000,000.00"
1E+07,1997,40,"£10,000,000.00"
1E+07,1998,40,"£10,000,000.00"
1E+07,1999,40,"£10,000,000.00"
1E+07,2000,40,"£10,000,000.00"
1E+07,2001,40,"£10,000,000.00"
1E+07,2002,40,"£10,000,000.00"
1E+07,2003,40,"£10,000,000.00"
1E+07,2004,40,"£10,000,000.00"
1E+07,2005,40,"£10,000,000.00"
1E+07,2006,40,"£10,000,000.00"
1E+07,2007,40,"£10,000,000.00"
1E+07,2008,40,"£10,000,000.00"
1E+07,2009,40,"£10,000,000.00"
1E+07,2010,40,"£10,000,000.00"
1E+07,2011,40,"£10,000,000.00"
1E+07,2012,40,"£10,000,000.00"
1E+07,2013,40,"£10,000,000.00"
1E+07,2014,40,"£10,000,000.00"
1E+08,1892,10,"£100,000,000.00"
1E+08,1893,10,"£100,000,000.00"
1E+08,1894,10,"£100,000,000.00"
1E+08,1895,10,"£100,000,000.00"
1E+08,1896,10,"£100,000,000.00"
1E+08,1897,10,"£100,000,000.00"
1E+08,1898,10,"£100,000,000.00"
1E+08,1899,10,"£100,000,000.00"
1E+08,1900,10,"£100,000,000.00"
1E+08,1901,10,"£100,000,000.00"
1E+08,1902,10,"£100,000,000.00"
1E+08,1903,10,"£100,000,000.00"
1E+08,1904,10,"£100,000,000.00"
1E+08,1905,10,"£100,000,000.00"
1E+08,1906,10,"£100,000,000.00"
1E+08,1907,10,"£100,000,000.00"
1E+08,1908,13,"£100,000,000.00"
1E+08,1909,13,"£100,000,000.00"
1E+08,1910,17,"£100,000,000.00"
1E+08,1911,17,"£100,000,000.00"
1E+08,1912,17,"£100,000,000.00"
1E+08,1913,17,"£100,000,000.00"
1E+08,1914,17,"£100,000,000.00"
1E+08,1915,22,"£100,000,000.00"
1E+08,1916,22,"£100,000,000.00"
1E+08,1917,22,"£100,000,000.00"
1E+08,1918,22,"£100,000,000.00"
1E+08,1919,22,"£100,000,000.00"
1E+08,1920,42,"£100,000,000.00"
1E+08,1921,42,"£100,000,000.00"
1E+08,1922,42,"£100,000,000.00"
1E+08,1923,42,"£100,000,000.00"
1E+08,1924,42,"£100,000,000.00"
1E+08,1925,42,"£100,000,000.00"
1E+08,1926,42,"£100,000,000.00"
1E+08,1927,42,"£100,000,000.00"
1E+08,1928,42,"£100,000,000.00"
1E+08,1929,42,"£100,000,000.00"
1E+08,1930,42,"£100,000,000.00"
1E+08,1931,52,"£100,000,000.00"
1E+08,1932,52,"£100,000,000.00"
1E+08,1933,47,"£100,000,000.00"
1E+08,1934,47,"£100,000,000.00"
1E+08,1935,52,"£100,000,000.00"
1E+08,1936,52,"£100,000,000.00"
1E+08,1937,52,"£100,000,000.00"
1E+08,1938,52,"£100,000,000.00"
1E+08,1939,52,"£100,000,000.00"
1E+08,1939,57,"£100,000,000.00"
1E+08,1940,67,"£100,000,000.00"
1E+08,1941,67,"£100,000,000.00"
1E+08,1942,67,"£100,000,000.00"
1E+08,1943,67,"£100,000,000.00"
1E+08,1944,67,"£100,000,000.00"
1E+08,1945,67,"£100,000,000.00"
1E+08,1946,67,"£100,000,000.00"
1E+08,1947,77,"£100,000,000.00"
1E+08,1948,77,"£100,000,000.00"
1E+08,1949,80,"£100,000,000.00"
1E+08,1949,77,"£100,000,000.00"
1E+08,1950,80,"£100,000,000.00"
1E+08,1951,80,"£100,000,000.00"
1E+08,1952,80,"£100,000,000.00"
1E+08,1953,80,"£100,000,000.00"
1E+08,1954,80,"£100,000,000.00"
1E+08,1955,80,"£100,000,000.00"
1E+08,1956,80,"£100,000,000.00"
1E+08,1957,80,"£100,000,000.00"
1E+08,1958,80,"£100,000,000.00"
1E+08,1959,80,"£100,000,000.00"
1E+08,1960,80,"£100,000,000.00"
1E+08,1961,80,"£100,000,000.00"
1E+08,1962,80,"£100,000,000.00"
1E+08,1963,80,"£100,000,000.00"
1E+08,1964,80,"£100,000,000.00"
1E+08,1965,80,"£100,000,000.00"
1E+08,1966,80,"£100,000,000.00"
1E+08,1967,80,"£100,000,000.00"
1E+08,1968,80,"£100,000,000.00"
1E+08,1969,80,"£100,000,000.00"
1E+08,1970,85,"£100,000,000.00"
1E+08,1971,85,"£100,000,000.00"
1E+08,1972,75,"£100,000,000.00"
1E+08,1973,75,"£100,000,000.00"
1E+08,1974,75,"£100,000,000.00"
1E+08,1975,75,"£100,000,000.00"
1E+08,1976,75,"£100,000,000.00"
1E+08,1977,75,"£100,000,000.00"
1E+08,1978,75,"£100,000,000.00"
1E+08,1979,75,"£100,000,000.00"
1E+08,1980,75,"£100,000,000.00"
1E+08,1981,75,"£100,000,000.00"
1E+08,1982,75,"£100,000,000.00"
1E+08,1983,75,"£100,000,000.00"
1E+08,1984,60,"£100,000,000.00"
1E+08,1985,60,"£100,000,000.00"
1E+08,1986,40,"£100,000,000.00"
1E+08,1987,40,"£100,000,000.00"
1E+08,1988,40,"£100,000,000.00"
1E+08,1989,40,"£100,000,000.00"
1E+08,1990,40,"£100,000,000.00"
1E+08,1991,40,"£100,000,000.00"
1E+08,1992,40,"£100,000,000.00"
1E+08,1993,40,"£100,000,000.00"
1E+08,1994,40,"£100,000,000.00"
1E+08,1995,40,"£100,000,000.00"
1E+08,1996,40,"£100,000,000.00"
1E+08,1997,40,"£100,000,000.00"
1E+08,1998,40,"£100,000,000.00"
1E+08,1999,40,"£100,000,000.00"
1E+08,2000,40,"£100,000,000.00"
1E+08,2001,40,"£100,000,000.00"
1E+08,2002,40,"£100,000,000.00"
1E+08,2003,40,"£100,000,000.00"
1E+08,2004,40,"£100,000,000.00"
1E+08,2005,40,"£100,000,000.00"
1E+08,2006,40,"£100,000,000.00"
1E+08,2007,40,"£100,000,000.00"
1E+08,2008,40,"£100,000,000.00"
1E+08,2009,40,"£100,000,000.00"
1E+08,2010,40,"£100,000,000.00"
1E+08,2011,40,"£100,000,000.00"
1E+08,2012,40,"£100,000,000.00"
1E+08,2013,40,"£100,000,000.00"
1E+08,2014,40,"£100,000,000.00"
