EUBWID,label,year,classificationLabel,regime,classificationType
ukh3100-11902,Southend Chalkwell,2006,Sufficient,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2007,Minimum,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2007,Poor,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2008,Minimum,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2008,Sufficient,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2009,Minimum,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2009,Poor,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2010,Higher,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2010,Poor,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2011,Minimum,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2011,Poor,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2012,Minimum,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2012,Sufficient,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2013,Higher,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2013,Sufficient,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2014,Higher,1976 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2014,Sufficient,2006 directive,projected assessment
ukh3100-11902,Southend Chalkwell,2015,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2016,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2017,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2018,Sufficient,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2019,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2021,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2022,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2023,Good,2006 directive,actual assessment
ukh3100-11902,Southend Chalkwell,2024,Good,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2004,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2004,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2005,Higher,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2005,Good,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2006,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2006,Good,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2007,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2007,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2008,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2008,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2009,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2009,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2010,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2010,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2011,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2011,Poor,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2012,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2012,Poor,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2013,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2013,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2014,Minimum,1976 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2014,Sufficient,2006 directive,projected assessment
ukh3100-11904,Leigh Bell Wharf,2015,Good,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2016,Sufficient,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2017,Sufficient,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2018,Poor,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2019,Sufficient,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2021,Good,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2022,Good,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2023,Good,2006 directive,actual assessment
ukh3100-11904,Leigh Bell Wharf,2024,Good,2006 directive,actual assessment
ukh3306-11750,West Mersea,2004,Minimum,1976 directive,actual assessment
ukh3306-11750,West Mersea,2004,Good,2006 directive,projected assessment
ukh3306-11750,West Mersea,2005,Minimum,1976 directive,actual assessment
ukh3306-11750,West Mersea,2005,Sufficient,2006 directive,projected assessment
ukh3306-11750,West Mersea,2006,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2006,Sufficient,2006 directive,projected assessment
ukh3306-11750,West Mersea,2007,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2007,Good,2006 directive,projected assessment
ukh3306-11750,West Mersea,2008,Minimum,1976 directive,actual assessment
ukh3306-11750,West Mersea,2008,Sufficient,2006 directive,projected assessment
ukh3306-11750,West Mersea,2009,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2009,Sufficient,2006 directive,projected assessment
ukh3306-11750,West Mersea,2010,Minimum,1976 directive,actual assessment
ukh3306-11750,West Mersea,2010,Good,2006 directive,projected assessment
ukh3306-11750,West Mersea,2011,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2011,Good,2006 directive,projected assessment
ukh3306-11750,West Mersea,2012,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2012,Excellent,2006 directive,projected assessment
ukh3306-11750,West Mersea,2013,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2013,Excellent,2006 directive,projected assessment
ukh3306-11750,West Mersea,2014,Higher,1976 directive,actual assessment
ukh3306-11750,West Mersea,2014,Excellent,2006 directive,projected assessment
ukh3306-11750,West Mersea,2015,Good,2006 directive,actual assessment
ukh3306-11750,West Mersea,2016,Good,2006 directive,actual assessment
ukh3306-11750,West Mersea,2017,Sufficient,2006 directive,actual assessment
ukh3306-11750,West Mersea,2018,Sufficient,2006 directive,actual assessment
ukh3306-11750,West Mersea,2019,Good,2006 directive,actual assessment
ukh3306-11750,West Mersea,2021,Good,2006 directive,actual assessment
ukh3306-11750,West Mersea,2022,Excellent,2006 directive,actual assessment
ukh3306-11750,West Mersea,2023,Excellent,2006 directive,actual assessment
ukh3306-11750,West Mersea,2024,Good,2006 directive,actual assessment
ukh3311-11050,"Manningtree Beach, Stour Estuary",2024,Sufficient,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2004,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2004,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2005,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2005,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2006,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2006,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2007,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2007,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2008,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2008,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2009,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2009,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2010,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2010,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2011,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2011,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2012,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2012,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2013,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2013,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2014,Higher,1976 directive,actual assessment
ukh3311-11100,Dovercourt,2014,Excellent,2006 directive,projected assessment
ukh3311-11100,Dovercourt,2015,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2016,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2017,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2018,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2019,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2021,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2022,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2023,Excellent,2006 directive,actual assessment
ukh3311-11100,Dovercourt,2024,Excellent,2006 directive,actual assessment
ukh3311-11250,Walton,2004,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2004,Poor,2006 directive,projected assessment
ukh3311-11250,Walton,2005,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2005,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2006,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2006,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2007,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2007,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2008,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2008,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2009,Minimum,1976 directive,actual assessment
ukh3311-11250,Walton,2009,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2010,Higher,1976 directive,actual assessment
ukh3311-11250,Walton,2010,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2011,Higher,1976 directive,actual assessment
ukh3311-11250,Walton,2011,Sufficient,2006 directive,projected assessment
ukh3311-11250,Walton,2012,Higher,1976 directive,actual assessment
ukh3311-11250,Walton,2012,Good,2006 directive,projected assessment
ukh3311-11250,Walton,2013,Higher,1976 directive,actual assessment
ukh3311-11250,Walton,2013,Good,2006 directive,projected assessment
ukh3311-11250,Walton,2014,Higher,1976 directive,actual assessment
ukh3311-11250,Walton,2014,Excellent,2006 directive,projected assessment
ukh3311-11250,Walton,2015,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2016,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2017,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2018,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2019,Excellent,2006 directive,actual assessment
ukh3311-11250,Walton,2021,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2022,Excellent,2006 directive,actual assessment
ukh3311-11250,Walton,2023,Good,2006 directive,actual assessment
ukh3311-11250,Walton,2024,Excellent,2006 directive,actual assessment
ukh3311-11300,Frinton,2004,Minimum,1976 directive,actual assessment
ukh3311-11300,Frinton,2004,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2005,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2005,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2006,Minimum,1976 directive,actual assessment
ukh3311-11300,Frinton,2006,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2007,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2007,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2008,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2008,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2009,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2009,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2010,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2010,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2011,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2011,Excellent,2006 directive,projected assessment
ukh3311-11300,Frinton,2012,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2012,Good,2006 directive,projected assessment
ukh3311-11300,Frinton,2013,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2013,Excellent,2006 directive,projected assessment
ukh3311-11300,Frinton,2014,Higher,1976 directive,actual assessment
ukh3311-11300,Frinton,2014,Excellent,2006 directive,projected assessment
ukh3311-11300,Frinton,2015,Excellent,2006 directive,actual assessment
ukh3311-11300,Frinton,2016,Good,2006 directive,actual assessment
ukh3311-11300,Frinton,2017,Good,2006 directive,actual assessment
ukh3311-11300,Frinton,2018,Good,2006 directive,actual assessment
ukh3311-11300,Frinton,2019,Good,2006 directive,actual assessment
ukh3311-11300,Frinton,2021,Good,2006 directive,actual assessment
ukh3311-11300,Frinton,2022,Excellent,2006 directive,actual assessment
ukh3311-11300,Frinton,2023,Excellent,2006 directive,actual assessment
ukh3311-11300,Frinton,2024,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2004,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2004,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2005,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2005,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2006,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2006,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2007,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2007,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2008,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2008,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2009,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2009,Good,2006 directive,projected assessment
ukh3311-11350,Holland,2010,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2010,Excellent,2006 directive,projected assessment
ukh3311-11350,Holland,2011,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2011,Excellent,2006 directive,projected assessment
ukh3311-11350,Holland,2012,Minimum,1976 directive,actual assessment
ukh3311-11350,Holland,2012,Excellent,2006 directive,projected assessment
ukh3311-11350,Holland,2013,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2013,Excellent,2006 directive,projected assessment
ukh3311-11350,Holland,2014,Higher,1976 directive,actual assessment
ukh3311-11350,Holland,2014,Excellent,2006 directive,projected assessment
ukh3311-11350,Holland,2015,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2016,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2017,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2018,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2019,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2021,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2022,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2023,Excellent,2006 directive,actual assessment
ukh3311-11350,Holland,2024,Good,2006 directive,actual assessment
ukh3311-11500,Clacton,2004,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2004,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2005,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2005,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2006,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2006,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2007,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2007,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2008,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2008,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2009,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2009,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2010,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2010,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2011,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2011,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2012,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2012,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2013,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2013,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2014,Higher,1976 directive,actual assessment
ukh3311-11500,Clacton,2014,Excellent,2006 directive,projected assessment
ukh3311-11500,Clacton,2015,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2016,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2017,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2018,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2019,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2021,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2022,Excellent,2006 directive,actual assessment
ukh3311-11500,Clacton,2023,Good,2006 directive,actual assessment
ukh3311-11500,Clacton,2024,Excellent,2006 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2004,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2004,Sufficient,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2005,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2005,Sufficient,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2006,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2006,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2007,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2007,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2008,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2008,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2009,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2009,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2010,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2010,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2011,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2011,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2012,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2012,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2013,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2013,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2014,Minimum,1976 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2014,Poor,2006 directive,projected assessment
ukh3311-11550,Clacton (Groyne 41),2015,Poor,2006 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2016,Poor,2006 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2017,Poor,2006 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2018,Poor,2006 directive,actual assessment
ukh3311-11550,Clacton (Groyne 41),2019,Poor,2006 directive,actual assessment
ukh3311-11600,Jaywick,2004,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2004,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2005,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2005,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2006,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2006,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2007,Minimum,1976 directive,actual assessment
ukh3311-11600,Jaywick,2007,Good,2006 directive,projected assessment
ukh3311-11600,Jaywick,2008,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2008,Good,2006 directive,projected assessment
ukh3311-11600,Jaywick,2009,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2009,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2010,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2010,Good,2006 directive,projected assessment
ukh3311-11600,Jaywick,2011,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2011,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2012,Minimum,1976 directive,actual assessment
ukh3311-11600,Jaywick,2012,Good,2006 directive,projected assessment
ukh3311-11600,Jaywick,2013,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2013,Good,2006 directive,projected assessment
ukh3311-11600,Jaywick,2014,Higher,1976 directive,actual assessment
ukh3311-11600,Jaywick,2014,Excellent,2006 directive,projected assessment
ukh3311-11600,Jaywick,2015,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2016,Excellent,2006 directive,actual assessment
ukh3311-11600,Jaywick,2017,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2018,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2019,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2021,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2022,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2023,Good,2006 directive,actual assessment
ukh3311-11600,Jaywick,2024,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2005,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2005,Poor,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2006,Minimum,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2006,Poor,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2007,Minimum,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2007,Sufficient,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2008,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2008,Sufficient,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2009,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2009,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2010,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2010,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2011,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2011,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2012,Minimum,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2012,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2013,Minimum,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2013,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2014,Higher,1976 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2014,Good,2006 directive,projected assessment
ukh3311-11650,Clacton Beach Martello Tower,2015,Sufficient,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2016,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2017,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2018,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2019,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2021,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2022,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2023,Good,2006 directive,actual assessment
ukh3311-11650,Clacton Beach Martello Tower,2024,Good,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2004,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2004,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2005,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2005,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2006,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2006,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2007,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2007,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2008,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2008,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2009,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2009,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2010,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2010,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2011,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2011,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2012,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2012,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2013,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2013,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2014,Higher,1976 directive,actual assessment
ukh3311-11700,Brightlingsea,2014,Excellent,2006 directive,projected assessment
ukh3311-11700,Brightlingsea,2015,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2016,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2017,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2018,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2019,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2021,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2022,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2023,Excellent,2006 directive,actual assessment
ukh3311-11700,Brightlingsea,2024,Excellent,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2004,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2004,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2005,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2005,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2006,Fail,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2006,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2007,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2007,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2008,Higher,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2008,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2009,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2009,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2010,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2010,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2011,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2011,Good,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2012,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2012,Good,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2013,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2013,Excellent,2006 directive,projected assessment
